Date,Open,High,Low,Close,Adj Close,Volume,SMA100,STD100,SMA100_upper,SMA100_lower,Signal,Position
2015-02-13,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.475866317749023,217088800,,,,,0,0.0
2015-02-17,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.64392471313477,252609600,,,,,0,0.0
2015-02-18,31.90749931335449,32.19499969482422,31.862499237060547,32.18000030517578,28.843351364135746,179566800,,,,,0,0.0
2015-02-19,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.78285026550293,149449600,,,,,0,0.0
2015-02-20,32.154998779296875,32.375,32.01250076293945,32.375,29.01813316345215,195793600,,,,,0,0.0
2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,29.80240821838379,283896400,,,,,0,0.0
2015-02-24,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.61642837524414,276912400,,,,,0,0.0
2015-02-25,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.85904312133789,298846800,,,,,0,0.0
2015-02-26,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.22428131103516,365150000,,,,,0,0.0
2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.785091400146484,248059200,,,,,0,0.0
2015-03-02,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,28.9262638092041,192386800,,,,,0,0.0
2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,28.986764907836918,151265200,,,,,0,0.0
2015-03-04,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.80302047729492,126665200,,,,,0,0.0
2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.32573509216309,226068400,,,,,0,0.0
2015-03-06,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530277,28.368316650390625,291368400,,,,,0,0.0
2015-03-09,31.989999771118164,32.39250183105469,31.26499938964844,31.78499984741211,28.489303588867188,354114000,,,,,0,0.0
2015-03-10,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,27.89999008178711,275426400,,,,,0,0.0
2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.391328811645508,275756000,,,,,0,0.0
2015-03-12,30.57749938964844,31.225000381469727,30.40749931335449,31.112499237060547,27.88654136657715,193450800,,,,,0,0.0
2015-03-13,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.693832397460938,207309200,,,,,0,0.0
2015-03-16,30.96999931335449,31.237499237060547,30.717500686645508,31.237499237060547,27.998580932617188,143497200,,,,,0,0.0
2015-03-17,31.475000381469727,31.82999992370605,31.412500381469727,31.76000022888184,28.46690559387207,204092400,,,,,0,0.0
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.787334442138672,261083600,,,,,0,0.0
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,28.569978713989254,183238000,,,,,0,0.0
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.21145439147949,274780400,,,,,0,0.0
2015-03-23,31.780000686645508,31.962499618530277,31.6299991607666,31.802499771118164,28.50499725341797,150838800,,,,,0,0.0
2015-03-24,31.8075008392334,32.0099983215332,31.63999938964844,31.67250061035156,28.388473510742188,131369200,,,,,0,0.0
2015-03-25,31.63500022888184,31.70499992370605,30.84499931335449,30.84499931335449,27.646774291992188,206620800,,,,,0,0.0
2015-03-26,30.690000534057617,31.21999931335449,30.649999618530277,31.059999465942383,27.83948135375977,190291600,,,,,0,0.0
2015-03-27,31.14249992370605,31.174999237060547,30.727500915527344,30.8125,27.61764907836914,158184800,,,,,0,0.0
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.316768646240234,188398800,,,,,0,0.0
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.882061004638672,168362400,,,,,0,0.0
2015-04-01,31.20499992370605,31.280000686645508,30.774999618530277,31.0625,27.841720581054688,162485600,,,,,0,0.0
2015-04-02,31.25749969482422,31.38999938964844,31.04750061035156,31.32999992370605,28.08148956298828,128880400,,,,,0,0.0
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530277,28.536365509033203,148776000,,,,,0,0.0
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.23610115051269,140049200,,,,,0,0.0
2015-04-08,31.462499618530277,31.600000381469727,31.24250030517578,31.399999618530277,28.14423179626465,149316800,,,,,0,0.0
2015-04-09,31.462499618530277,31.645000457763672,31.165000915527344,31.63999938964844,28.35934829711914,129936000,,,,,0,0.0
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530277,28.4803524017334,160752000,,,,,0,0.0
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530277,28.424325942993164,145460400,,,,,0,0.0
2015-04-14,31.75,31.82250022888184,31.477500915527344,31.575000762939453,28.301084518432617,102098400,,,,,0,0.0
2015-04-15,31.602500915527344,31.78249931335449,31.502500534057617,31.69499969482422,28.408647537231445,115881600,,,,,0,0.0
2015-04-16,31.56999969482422,31.774999618530277,31.52750015258789,31.542499542236328,28.271953582763672,113476000,,,,,0,0.0
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,27.95376968383789,207828000,,,,,0,0.0
2015-04-20,31.39249992370605,32.029998779296875,31.292499542236328,31.899999618530277,28.59238815307617,188217200,,,,,0,0.0
2015-04-21,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.437774658203125,129740400,,,,,0,0.0
2015-04-22,31.747499465942383,32.217498779296875,31.57999992370605,32.154998779296875,28.820941925048828,150618000,,,,,0,0.0
2015-04-23,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,29.05622673034668,183083600,,,,,0,0.0
2015-04-24,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,29.19291114807129,178103600,,,,,0,0.0
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.72398567199707,387816800,,,,,0,0.0
2015-04-28,33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,29.255664825439453,475696000,,,,,0,0.0
2015-04-29,32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,28.82542610168457,253544400,,,,,0,0.0
2015-04-30,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,28.043392181396484,332781600,,,,,0,0.0
2015-05-01,31.524999618530277,32.532501220703125,31.325000762939453,32.23749923706055,28.894893646240234,234050400,,,,,0,0.0
2015-05-04,32.375,32.64250183105469,32.064998626708984,32.17499923706055,28.838876724243164,203953200,,,,,0,0.0
2015-05-05,32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,28.18905067443848,197085600,,,,,0,0.0
2015-05-06,31.63999938964844,31.6875,30.84000015258789,31.252500534057617,28.01202392578125,288564000,,,,,0,0.0
2015-05-07,31.1924991607666,31.520000457763672,31.0049991607666,31.315000534057617,28.185279846191406,175763600,,,,,0,0.0
2015-05-08,31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,28.7163200378418,222201600,,,,,0,0.0
2015-05-11,31.84749984741211,31.88999938964844,31.40749931335449,31.57999992370605,28.423797607421875,168143200,,,,,0,0.0
2015-05-12,31.399999618530277,31.71999931335449,31.20499992370605,31.467500686645508,28.322546005249023,192640000,,,,,0,0.0
2015-05-13,31.537500381469727,31.79750061035156,31.467500686645508,31.502500534057617,28.35404396057129,138776800,,,,,0,0.0
2015-05-14,31.852500915527344,32.23749923706055,31.790000915527344,32.23749923706055,29.015586853027344,180814000,,,,,0,0.0
2015-05-15,32.26750183105469,32.372501373291016,32.0525016784668,32.192501068115234,28.975082397460938,152832000,,,,,0,0.0
2015-05-18,32.095001220703125,32.68000030517578,32.09000015258789,32.54750061035156,29.294605255126957,203531600,,,,,0,0.0
2015-05-19,32.67250061035156,32.720001220703125,32.40999984741211,32.51750183105469,29.26760673522949,178532800,,,,,0,0.0
2015-05-20,32.5,32.744998931884766,32.334999084472656,32.51499938964844,29.265356063842773,145819600,,,,,0,0.0
2015-05-21,32.51750183105469,32.907501220703125,32.45750045776367,32.84749984741211,29.564620971679688,158921600,,,,,0,0.0
2015-05-22,32.900001525878906,33.24250030517578,32.849998474121094,33.1349983215332,29.823394775390625,182384000,,,,,0,0.0
2015-05-26,33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,29.16634559631348,282790400,,,,,0,0.0
2015-05-27,32.584999084472656,33.064998626708984,32.51250076293945,33.0099983215332,29.71088218688965,183332800,30.88422492980957,1.815326165068271,33.607214177411976,28.161235682207163,0,0.0
2015-05-28,32.96500015258789,32.98749923706055,32.775001525878906,32.94499969482422,29.65237617492676,122933200,30.940349922180175,1.7910059920786392,33.62685891029813,28.253840934062218,0,0.0
2015-05-29,32.807498931884766,32.86249923706055,32.474998474121094,32.56999969482422,29.314855575561523,203538000,31.000424919128417,1.74278261136461,33.61459883617533,28.3862510020815,0,0.0
2015-06-01,32.56999969482422,32.84749984741211,32.51250076293945,32.6349983215332,29.37335586547852,128451200,31.061124897003175,1.6916975629893276,33.59867124148717,28.523578552519183,0,0.0
2015-06-02,32.46500015258789,32.665000915527344,32.33000183105469,32.4900016784668,29.24285125732422,134670400,31.116649913787843,1.6454753623264309,33.58486295727749,28.648436870298198,0,0.0
2015-06-03,32.665000915527344,32.73500061035156,32.474998474121094,32.529998779296875,29.278854370117188,123934000,31.16222490310669,1.6204360774994249,33.59287901935583,28.731570786857553,0,0.0
2015-06-04,32.39500045776367,32.64500045776367,32.227500915527344,32.34000015258789,29.10784339904785,153800400,31.205599899291993,1.5928205478429187,33.59483072105637,28.816369077527614,0,0.0
2015-06-05,32.375,32.42250061035156,32.09000015258789,32.162498474121094,28.94808578491211,142507200,31.254099884033202,1.5462396735243358,33.573459394319705,28.9347403737467,0,0.0
2015-06-08,32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,28.75682640075684,210699200,31.29804988861084,1.5018595736545528,33.55083924909267,29.045260528129013,0,0.0
2015-06-09,31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,28.67131996154785,224301600,31.342099876403807,1.4516145884248015,33.51952175904101,29.164677993766606,0,0.0
2015-06-10,31.979999542236328,32.334999084472656,31.962499618530277,32.220001220703125,28.999835968017575,156349200,31.39724988937378,1.3764805392754416,33.46197069828694,29.332529080460617,0,0.0
2015-06-11,32.29499816894531,32.54499816894531,32.119998931884766,32.147499084472656,28.9345817565918,141563600,31.45374988555908,1.2863355811712613,33.38325325731597,29.52424651380219,0,0.0
2015-06-12,32.04750061035156,32.08250045776367,31.77750015258789,31.792499542236328,28.61505889892578,147544800,31.499874877929688,1.2120953052557795,33.31801783581336,29.68173192004602,0,0.0
2015-06-15,31.524999618530277,31.809999465942383,31.427499771118164,31.729999542236328,28.55881118774414,175955600,31.543299865722656,1.1388506141617616,33.2515757869653,29.835023944480014,0,0.0
2015-06-16,31.75749969482422,31.962499618530277,31.592500686645508,31.899999618530277,28.711822509765625,125976400,31.58129985809326,1.084917791652015,33.20867654557128,29.953923170615237,0,0.0
2015-06-17,31.93000030517578,31.96999931335449,31.684999465942383,31.825000762939453,28.644317626953125,131672400,31.617099857330324,1.031464340286117,33.1642963677595,30.06990334690115,0,0.0
2015-06-18,31.8075008392334,32.07749938964844,31.80500030517578,31.96999931335449,28.774816513061523,141628800,31.654049854278565,0.9751784277830713,33.11681749595317,30.19128221260396,0,0.0
2015-06-19,31.927499771118164,31.95499992370605,31.600000381469727,31.649999618530277,28.48680877685547,218867600,31.697699851989746,0.8696174117974248,33.002125969685885,30.393273734293608,0,0.0
2015-06-22,31.872499465942383,32.01499938964844,31.770000457763672,31.90250015258789,28.714067459106445,136157200,31.72844985961914,0.820055098046688,32.958532506689174,30.49836721254911,0,0.0
2015-06-23,31.8700008392334,31.90250015258789,31.71999931335449,31.75749969482422,28.583559036254883,121075600,31.748774852752685,0.7946936997527477,32.94081540238181,30.556734303123562,0,0.0
2015-06-24,31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,28.826574325561523,221123600,31.776149845123292,0.7553141634406095,32.90912109028421,30.64317859996238,0,0.0
2015-06-25,32.21500015258789,32.29999923706055,31.875,31.875,28.68931770324707,127752400,31.798324851989747,0.7244040898120563,32.88493098670783,30.711718717271662,0,0.0
2015-06-26,31.917499542236328,31.997499465942383,31.627500534057617,31.6875,28.520553588867188,176267200,31.81857484817505,0.6916595252840738,32.85606413610116,30.78108556024894,0,0.0
2015-06-29,31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,28.02102851867676,196645600,31.830999851226807,0.6673992546031066,32.83209873313147,30.829900969322146,0,0.0
2015-06-30,31.39249992370605,31.530000686645508,31.21500015258789,31.357500076293945,28.22353744506836,177482800,31.84472484588623,0.6427089608799472,32.80878828720615,30.880661404566307,0,0.0
2015-07-01,31.725000381469727,31.73500061035156,31.497499465942383,31.649999618530277,28.48680877685547,120955200,31.863899841308594,0.6066472060072811,32.773870650319516,30.953929032297673,0,0.0
2015-07-02,31.607500076293945,31.67250061035156,31.4424991607666,31.61000061035156,28.45079803466797,108844000,31.88069984436035,0.5749864804423757,32.743179565023915,31.018220123696786,0,0.0
2015-07-06,31.23500061035156,31.5575008392334,31.212499618530277,31.5,28.351795196533203,112241600,31.890649852752684,0.5593359658840642,32.72965380157878,31.051645903926588,0,0.0
2015-07-07,31.47249984741211,31.537500381469727,30.9424991607666,31.42250061035156,28.282045364379883,187787200,31.892674865722658,0.5572460879391685,32.72854399763141,31.056805733813906,0,0.0
2015-07-08,31.1200008392334,31.15999984741211,30.63500022888184,30.64249992370605,27.57999992370605,243046400,31.882949867248534,0.570470065059568,32.738654964837885,31.027244769659184,1,1.0
2015-07-09,30.962499618530277,31.01499938964844,29.80500030517578,30.01749992370605,27.01745986938477,314380000,31.865424861907957,0.6001229399243302,32.76560927179445,30.96524045202146,1,0.0
2015-07-10,30.48500061035156,30.962499618530277,30.302499771118164,30.81999969482422,27.7397575378418,245418000,31.854049854278564,0.609073676060222,32.767660368368894,30.94043934018823,1,0.0
2015-07-13,31.25749969482422,31.440000534057617,31.07999992370605,31.415000915527344,28.27528953552246,165762000,31.84639986038208,0.6097422172450376,32.761013186249635,30.931786534514522,0,-1.0
2015-07-14,31.51000022888184,31.592500686645508,31.26000022888184,31.40250015258789,28.264039993286133,127072400,31.839299869537353,0.6107452697105725,32.755417774103215,30.923181964971494,0,0.0
2015-07-15,31.43000030517578,31.787500381469727,31.395000457763672,31.70499992370605,28.536312103271484,134596800,31.832599868774412,0.6084799865367487,32.745319848579534,30.91987988896929,0,0.0
2015-07-16,31.934999465942383,32.14250183105469,31.837499618530277,32.127498626708984,28.916584014892575,144889600,31.821374855041505,0.592204267581762,32.70968125641415,30.933068453668863,0,0.0
2015-07-17,32.27000045776367,32.404998779296875,32.07749938964844,32.404998779296875,29.16634559631348,184658800,31.81499984741211,0.5822742842754666,32.68841127382531,30.94158842099891,0,0.0
2015-07-20,32.74250030517578,33.24250030517578,32.67499923706055,33.01750183105469,29.717634201049805,235600800,31.823199882507325,0.5933833205971343,32.71327486340303,30.933124901611624,-1,-1.0
2015-07-21,33.212501525878906,33.22999954223633,32.58000183105469,32.6875,29.420618057250977,307025600,31.82402488708496,0.5945374967829732,32.71583113225942,30.9322186419105,0,1.0
2015-07-22,30.497499465942383,31.375,30.497499465942383,31.30500030517578,28.1762809753418,461802400,31.81592487335205,0.5960490003776742,32.70999837391856,30.92185137278554,0,0.0
2015-07-23,31.549999237060547,31.772499084472656,31.26499938964844,31.290000915527344,28.162790298461918,203998000,31.806099891662598,0.5965443386275119,32.70091639960386,30.91128338372133,0,0.0
2015-07-24,31.32999992370605,31.434999465942383,30.975000381469727,31.125,28.014272689819336,168649200,31.79394989013672,0.5979319153752218,32.69084776319955,30.897052017073886,0,0.0
2015-07-27,30.772499084472656,30.90250015258789,30.530000686645508,30.6924991607666,27.624998092651367,177822000,31.779524898529054,0.6069530343552185,32.68995445006188,30.869095346996225,1,1.0
2015-07-28,30.84499931335449,30.977500915527344,30.637500762939453,30.84499931335449,27.762256622314453,134472400,31.771949882507325,0.6138722031432501,32.6927581872222,30.85114157779245,1,0.0
2015-07-29,30.787500381469727,30.875,30.5674991607666,30.747499465942383,27.674501419067383,148046800,31.762924880981444,0.6222600614318567,32.696314973129226,30.82953478883366,1,0.0
2015-07-30,30.57999992370605,30.64249992370605,30.427499771118164,30.592500686645508,27.534992218017575,134513200,31.75099988937378,0.6331637394089038,32.70074549848714,30.801254280260423,1,0.0
2015-07-31,30.649999618530277,30.65999984741211,30.227500915527344,30.325000762939453,27.294225692749023,171540000,31.7429748916626,0.6460995464862942,32.71212421139204,30.773825571933155,1,0.0
2015-08-03,30.375,30.64249992370605,29.3799991607666,29.61000061035156,26.65069007873535,279904000,31.73347490310669,0.670203807548739,32.7387806144298,30.728169191783582,1,0.0
2015-08-04,29.354999542236328,29.424999237060547,28.3125,28.65999984741211,25.79563331604004,496554400,31.708949909210205,0.7349062458532867,32.811309277990134,30.606590540430275,1,0.0
2015-08-05,28.237499237060547,29.36000061035156,28.024999618530277,28.850000381469727,25.966646194458008,397250400,31.688474922180177,0.7845853906121196,32.86535300809835,30.511596836261997,1,0.0
2015-08-06,28.99250030517578,29.125,28.530000686645508,28.78249931335449,26.02314758300781,211612000,31.663924922943114,0.8355902420318275,32.91731028599086,30.410539559895373,1,0.0
2015-08-07,28.645000457763672,29.0625,28.625,28.8799991607666,26.111303329467773,154681600,31.63512491226196,0.8806618397814492,32.95611767193414,30.31413215258979,1,0.0
2015-08-10,29.13249969482422,29.997499465942383,29.13249969482422,29.93000030517578,27.06063842773437,219806400,31.613249912261963,0.8956002144726345,32.95665023397092,30.26984959055301,1,0.0
2015-08-11,29.45249938964844,29.545000076293945,28.332500457763672,28.372499465942383,25.65245246887207,388331200,31.57822490692139,0.9519737599259018,33.006185546810244,30.150264267032536,1,0.0
2015-08-12,28.13249969482422,28.854999542236328,27.40749931335449,28.809999465942383,26.048015594482425,404870000,31.551574897766113,0.9913797364870159,33.03864450249664,30.064505293035587,1,0.0
2015-08-13,29.01000022888184,29.100000381469727,28.63500022888184,28.787500381469727,26.027677536010746,194143200,31.52142490386963,1.0288111548211871,33.06464163610141,29.97820817163785,1,0.0
2015-08-14,28.57999992370605,29.07749938964844,28.502500534057617,28.989999771118164,26.21076011657715,171718000,31.494599895477293,1.0593504683392005,33.08362559798609,29.905574192968494,1,0.0
2015-08-17,29.01000022888184,29.412500381469727,28.875,29.290000915527344,26.48199844360352,163538800,31.479049911499022,1.0801899085192115,33.099334774277835,29.858765048720205,1,0.0
2015-08-18,29.107500076293945,29.36000061035156,29.002500534057617,29.125,26.33281898498535,138242800,31.4596999168396,1.104822848310679,33.11693418930562,29.802465644373584,1,0.0
2015-08-19,29.024999618530277,29.1299991607666,28.670000076293945,28.752500534057617,25.99602508544922,193146000,31.439099922180176,1.1357831982824214,33.14277471960381,29.735425124756546,1,0.0
2015-08-20,28.520000457763672,28.587499618530277,27.90749931335449,28.162500381469727,25.462587356567383,274006400,31.40479991912842,1.1819572349135086,33.17773577149868,29.631864066758155,1,0.0
2015-08-21,27.607500076293945,27.975000381469727,26.412500381469727,26.440000534057617,23.90522766113281,513102000,31.358124923706054,1.2817611693455164,33.28076667772433,29.435483169687778,1,0.0
2015-08-24,23.717500686645508,27.200000762939453,23.0,25.780000686645508,23.308500289916992,648825200,31.30529993057251,1.3976794828729902,33.40181915488199,29.208780706263024,1,0.0
2015-08-25,27.77750015258789,27.77750015258789,25.875,25.934999465942383,23.448640823364254,414406400,31.251349925994873,1.4972896133519782,33.49728434602284,29.005415505966905,1,0.0
2015-08-26,26.772499084472656,27.47249984741211,26.262500762939453,27.42250061035156,24.79353904724121,387098400,31.207199935913085,1.544188636277149,33.52348289032881,28.890916981497362,1,0.0
2015-08-27,28.0575008392334,28.309999465942383,27.5049991607666,28.229999542236328,25.523616790771484,338464400,31.174474925994872,1.5722876693691288,33.53290643004856,28.816043421941178,1,0.0
2015-08-28,28.042499542236328,28.32749938964844,27.88500022888184,28.32250022888184,25.60724639892578,212657600,31.14369993209839,1.5977413074601023,33.540311893288546,28.747087970908236,1,0.0
2015-08-31,28.00749969482422,28.63249969482422,28.0,28.190000534057617,25.48746109008789,224917200,31.10919994354248,1.6239493987870262,33.54512404172302,28.673275845361943,1,0.0
2015-09-01,27.537500381469727,27.96999931335449,26.84000015258789,26.93000030517578,24.348249435424805,307383600,31.060749950408937,1.675345987359813,33.573768931448654,28.54773096936922,1,0.0
2015-09-02,27.5575008392334,28.084999084472656,27.28249931335449,28.084999084472656,25.392520904541016,247555200,31.02447494506836,1.7001793177675197,33.57474392171964,28.47420596841708,1,0.0
2015-09-03,28.122499465942383,28.19499969482422,27.51000022888184,27.592500686645508,24.94724464416504,212935600,30.98464994430542,1.733470644647584,33.5848559112768,28.384443977334044,1,0.0
2015-09-04,27.24250030517578,27.612499237060547,27.127500534057617,27.3174991607666,24.698591232299805,199985200,30.940874938964843,1.7702333924236615,33.59622502760033,28.285524850329352,1,0.0
2015-09-08,27.9375,28.13999938964844,27.57999992370605,28.07749938964844,25.385740280151367,219374400,30.906224937438964,1.7921146169100246,33.594396862804004,28.218053012073927,1,0.0
2015-09-09,28.440000534057617,28.5049991607666,27.4424991607666,27.537500381469727,24.89751243591309,340043200,30.86972494125366,1.8232277120677616,33.6045665093553,28.134883373152018,1,0.0
2015-09-10,27.5674991607666,28.31999969482422,27.475000381469727,28.14249992370605,25.44450569152832,251571200,30.83214994430542,1.840418463782348,33.59277763997894,28.0715222486319,0,-1.0
2015-09-11,27.94750022888184,28.552499771118164,27.940000534057617,28.552499771118164,25.81520271301269,199662000,30.80039993286133,1.8521655828661634,33.57864830716057,28.022151558562083,0,0.0
2015-09-14,29.145000457763672,29.22249984741211,28.71500015258789,28.82749938964844,26.06383514404297,233453600,30.767124938964844,1.8574662151061223,33.55332426162403,27.98092561630566,0,0.0
2015-09-15,28.982500076293945,29.13249969482422,28.604999542236328,29.06999969482422,26.283090591430664,173364800,30.73364994049072,1.85758704541127,33.520030508607626,27.947269372373817,0,0.0
2015-09-16,29.0625,29.13500022888184,28.86000061035156,29.102500915527344,26.312475204467773,148694000,30.698974952697753,1.8553242106621708,33.48196126869101,27.915988636704498,0,0.0
2015-09-17,28.915000915527344,29.122499465942383,28.43000030517578,28.479999542236328,25.74964904785156,256450400,30.652149963378907,1.851606483787009,33.42955968905942,27.874740237698393,0,0.0
2015-09-18,28.052499771118164,28.575000762939453,27.967500686645508,28.362499237060547,25.64341735839844,297141200,30.609374961853028,1.8546261992101263,33.39131426066822,27.82743566303784,0,0.0
2015-09-21,28.417499542236328,28.842500686645508,28.415000915527344,28.802499771118164,26.04123878479004,200888000,30.575799961090087,1.8566610301106385,33.36079150625604,27.79080841592413,0,0.0
2015-09-22,28.34499931335449,28.545000076293945,28.1299991607666,28.350000381469727,25.63211250305176,201384800,30.54642496109009,1.8684872212735373,33.34915579300039,27.743694129179783,0,0.0
2015-09-23,28.40749931335449,28.68000030517578,28.325000762939453,28.57999992370605,25.840065002441406,143026800,30.509849967956544,1.8708463145091054,33.316119439720204,27.703580496192885,0,0.0
2015-09-24,28.3125,28.875,28.092500686645508,28.75,25.9937744140625,200878000,30.475599975585936,1.8714051625036836,33.28270771934146,27.66849223183041,0,0.0
2015-09-25,29.11000061035156,29.17250061035156,28.5049991607666,28.677499771118164,25.92821884155273,224607600,30.447874965667726,1.877351483791482,33.26390219135495,27.631847739980504,0,0.0
2015-09-28,28.462499618530277,28.64249992370605,28.11000061035156,28.11000061035156,25.415122985839844,208436000,30.416449966430665,1.8900053228345417,33.25145795068248,27.581441982178852,0,0.0
2015-09-29,28.207500457763672,28.377500534057617,26.96500015258789,27.26499938964844,24.65113067626953,293461600,30.375949954986574,1.9137992106151562,33.24664877090931,27.50525113906384,1,1.0
2015-09-30,27.542499542236328,27.88500022888184,27.1825008392334,27.575000762939453,24.931411743164062,265892000,30.332649955749513,1.9277870960437802,33.22433059981518,27.440969311683844,0,-1.0
